wordID,generatedBy,wordGroup,timeToSuccess,itKnowledge,gamePoints,attempts,rating,guessedNumeric,guessed,Name
a37-jealous,gpt,emotion,,3,3,3,5,0,FALSE,-NaDWvHHjr4zV45RBfwe
h38-joy,human,emotion,,3,3,2,5,0,FALSE,-NaDWvHHjr4zV45RBfwe
a26-firewall,gpt,IT,,3,3,1,2,0,FALSE,-NaDWvHHjr4zV45RBfwe
h25-decryption,human,IT,,3,3,1,2,0,FALSE,-NaDWvHHjr4zV45RBfwe
a11-bag,gpt,simple,11.916,3,3,1,5,1,TRUE,-NaDWvHHjr4zV45RBfwe
h20-tv,human,simple,21.184,3,3,2,5,1,TRUE,-NaDWvHHjr4zV45RBfwe
a1-love,gpt,abstract,22.274,2,5,2,5,1,TRUE,-NaDYCs9WH6Rcwdv-Uqt
a6-freedom,gpt,abstract,,2,5,1,1,0,FALSE,-NaDYCs9WH6Rcwdv-Uqt
h8-forgiveness,human,abstract,27.222,2,5,2,5,1,TRUE,-NaDYCs9WH6Rcwdv-Uqt
h31-sad,human,emotion,5.39,2,5,1,5,1,TRUE,-NaDYCs9WH6Rcwdv-Uqt
a25-decryption,gpt,IT,,2,5,1,1,0,FALSE,-NaDYCs9WH6Rcwdv-Uqt
h23-hardware,human,IT,25.573,2,5,1,5,1,TRUE,-NaDYCs9WH6Rcwdv-Uqt
a20-tv,gpt,simple,,2,5,2,4,0,FALSE,-NaDYCs9WH6Rcwdv-Uqt
h16-chair,human,simple,17.173,2,5,1,5,1,TRUE,-NaDYCs9WH6Rcwdv-Uqt
a5-happiness,gpt,abstract,10.656,5,5,1,4,1,TRUE,-NaFQlBuVW1HATBYKvvd
h10-pleasure,human,abstract,7.472,5,5,1,5,1,TRUE,-NaFQlBuVW1HATBYKvvd
a37-jealous,gpt,emotion,,5,5,3,2,0,FALSE,-NaFQlBuVW1HATBYKvvd
h33-shock,human,emotion,21.928,5,5,2,3,1,TRUE,-NaFQlBuVW1HATBYKvvd
a30-compiler,gpt,IT,,5,5,1,2,0,FALSE,-NaFQlBuVW1HATBYKvvd
h26-firewall,human,IT,20.266,5,5,1,4,1,TRUE,-NaFQlBuVW1HATBYKvvd
a18-pencil,gpt,simple,27.041,5,5,1,4,1,TRUE,-NaFQlBuVW1HATBYKvvd
h16-chair,human,simple,,5,5,2,1,0,FALSE,-NaFQlBuVW1HATBYKvvd
a1-love,gpt,abstract,19.912,2,4,3,1,1,TRUE,-NaFRtJOKH4e5nsIZy03
a8-forgiveness,gpt,abstract,24.673,2,4,2,3,1,TRUE,-NaFRtJOKH4e5nsIZy03
h10-pleasure,human,abstract,,2,4,1,1,0,FALSE,-NaFRtJOKH4e5nsIZy03
h35-fear,human,emotion,,2,4,5,1,0,FALSE,-NaFRtJOKH4e5nsIZy03
a26-firewall,gpt,IT,,2,4,1,1,0,FALSE,-NaFRtJOKH4e5nsIZy03
h24-array,human,IT,,2,4,1,1,0,FALSE,-NaFRtJOKH4e5nsIZy03
a12-desk,gpt,simple,23.328,2,4,2,1,1,TRUE,-NaFRtJOKH4e5nsIZy03
h18-pencil,human,simple,12.305,2,4,2,1,1,TRUE,-NaFRtJOKH4e5nsIZy03
a5-happiness,gpt,abstract,,6,4,0,1,0,FALSE,-NaG8QFCDJJS9FFItXex
h6-freedom,human,abstract,6.691,6,4,1,4,1,TRUE,-NaG8QFCDJJS9FFItXex
a39-gratitude,gpt,emotion,,6,4,0,1,0,FALSE,-NaG8QFCDJJS9FFItXex
h38-joy,human,emotion,5.31,6,4,1,5,1,TRUE,-NaG8QFCDJJS9FFItXex
a29-cache,gpt,IT,,6,4,0,1,0,FALSE,-NaG8QFCDJJS9FFItXex
h21-server,human,IT,14.976,6,4,1,3,1,TRUE,-NaG8QFCDJJS9FFItXex
a13-nature,gpt,simple,,6,4,1,1,0,FALSE,-NaG8QFCDJJS9FFItXex
h19-spoon,human,simple,5.154,6,4,1,5,1,TRUE,-NaG8QFCDJJS9FFItXex
a1-love,gpt,abstract,6.032,8,4,1,4,1,TRUE,-NaGQlAPTFw7T1G6U0LW
a7-reason,gpt,abstract,,8,4,5,2,0,FALSE,-NaGQlAPTFw7T1G6U0LW
h10-pleasure,human,abstract,7.8,8,4,1,4,1,TRUE,-NaGQlAPTFw7T1G6U0LW
h39-gratitude,human,emotion,,8,4,2,2,0,FALSE,-NaGQlAPTFw7T1G6U0LW
a23-hardware,gpt,IT,13.882,8,4,1,4,1,TRUE,-NaGQlAPTFw7T1G6U0LW
h28-database,human,IT,6.406,8,4,1,4,1,TRUE,-NaGQlAPTFw7T1G6U0LW
a15-container,gpt,simple,,8,4,6,3,0,FALSE,-NaGQlAPTFw7T1G6U0LW
h11-bag,human,simple,,8,4,5,2,0,FALSE,-NaGQlAPTFw7T1G6U0LW
a10-pleasure,gpt,abstract,,2,4,3,2,0,FALSE,-NaiBdm4EaFRAdr-1PZ6
h5-happiness,human,abstract,,2,4,0,2,0,FALSE,-NaiBdm4EaFRAdr-1PZ6
a33-shock,gpt,emotion,20.523,2,4,3,4,1,TRUE,-NaiBdm4EaFRAdr-1PZ6
h35-fear,human,emotion,3.877,2,4,1,5,1,TRUE,-NaiBdm4EaFRAdr-1PZ6
a21-server,gpt,IT,,2,4,2,2,0,FALSE,-NaiBdm4EaFRAdr-1PZ6
h24-array,human,IT,,2,4,0,1,0,FALSE,-NaiBdm4EaFRAdr-1PZ6
a16-chair,gpt,simple,15.979,2,4,3,4,1,TRUE,-NaiBdm4EaFRAdr-1PZ6
h14-portrait,human,simple,4.919,2,4,1,5,1,TRUE,-NaiBdm4EaFRAdr-1PZ6
a9-empathy,gpt,abstract,,6,2,0,2,0,FALSE,-NaJoyMWOREx5v02C0Kl
h5-happiness,human,abstract,,6,2,2,4,0,FALSE,-NaJoyMWOREx5v02C0Kl
a40-satisfied,gpt,emotion,,6,2,0,4,0,FALSE,-NaJoyMWOREx5v02C0Kl
h31-sad,human,emotion,,6,2,1,3,0,FALSE,-NaJoyMWOREx5v02C0Kl
a25-decryption,gpt,IT,,6,2,0,2,0,FALSE,-NaJoyMWOREx5v02C0Kl
h27-framework,human,IT,23.7,6,2,1,5,1,TRUE,-NaJoyMWOREx5v02C0Kl
a11-bag,gpt,simple,18.596,6,2,1,4,1,TRUE,-NaJoyMWOREx5v02C0Kl
h17-lamp,human,simple,,6,2,1,5,0,FALSE,-NaJoyMWOREx5v02C0Kl
a8-forgiveness,gpt,abstract,20.559,2,4,1,4,1,TRUE,-NaNgA4InzqbXmzdYpy1
h1-love,human,abstract,,2,4,7,5,0,FALSE,-NaNgA4InzqbXmzdYpy1
h6-freedom,human,abstract,8.189,2,4,1,5,1,TRUE,-NaNgA4InzqbXmzdYpy1
a37-jealous,gpt,emotion,,2,4,2,3,0,FALSE,-NaNgA4InzqbXmzdYpy1
a29-cache,gpt,IT,,2,4,1,1,0,FALSE,-NaNgA4InzqbXmzdYpy1
h23-hardware,human,IT,5.886,2,4,1,5,1,TRUE,-NaNgA4InzqbXmzdYpy1
a15-container,gpt,simple,,2,4,1,4,0,FALSE,-NaNgA4InzqbXmzdYpy1
h16-chair,human,simple,7.952,2,4,2,2,1,TRUE,-NaNgA4InzqbXmzdYpy1
a1-love,gpt,abstract,4.511,2,7,1,5,1,TRUE,-NaNhPnhxALLw_6M0afp
a6-freedom,gpt,abstract,13.03,2,7,1,4,1,TRUE,-NaNhPnhxALLw_6M0afp
h10-pleasure,human,abstract,7.536,2,7,1,5,1,TRUE,-NaNhPnhxALLw_6M0afp
h40-satisfied,human,emotion,10.108,2,7,2,3,1,TRUE,-NaNhPnhxALLw_6M0afp
a23-hardware,gpt,IT,20.904,2,7,2,2,1,TRUE,-NaNhPnhxALLw_6M0afp
h26-firewall,human,IT,4.561,2,7,1,5,1,TRUE,-NaNhPnhxALLw_6M0afp
a15-container,gpt,simple,5.605,2,7,1,2,1,TRUE,-NaNhPnhxALLw_6M0afp
h13-nature,human,simple,,2,7,5,1,0,FALSE,-NaNhPnhxALLw_6M0afp
a10-pleasure,gpt,abstract,,7,5,1,1,0,FALSE,-Naq_74JdSuyjbuonGzi
h7-reason,human,abstract,15.001,7,5,3,3,1,TRUE,-Naq_74JdSuyjbuonGzi
a36-angry,gpt,emotion,,7,5,2,2,0,FALSE,-Naq_74JdSuyjbuonGzi
h32-excited,human,emotion,4.837,7,5,1,5,1,TRUE,-Naq_74JdSuyjbuonGzi
a26-firewall,gpt,IT,,7,5,0,2,0,FALSE,-Naq_74JdSuyjbuonGzi
h29-cache,human,IT,6.149,7,5,2,4,1,TRUE,-Naq_74JdSuyjbuonGzi
a19-spoon,gpt,simple,6.142,7,5,1,4,1,TRUE,-Naq_74JdSuyjbuonGzi
h17-lamp,human,simple,3.358,7,5,1,5,1,TRUE,-Naq_74JdSuyjbuonGzi
a9-empathy,gpt,abstract,,3,3,1,2,0,FALSE,-NaqadIOkMdWs4aOLvZX
h6-freedom,human,abstract,11.961,3,3,1,5,1,TRUE,-NaqadIOkMdWs4aOLvZX
a31-sad,gpt,emotion,,3,3,0,1,0,FALSE,-NaqadIOkMdWs4aOLvZX
h35-fear,human,emotion,24.944,3,3,1,4,1,TRUE,-NaqadIOkMdWs4aOLvZX
a25-decryption,gpt,IT,,3,3,1,1,0,FALSE,-NaqadIOkMdWs4aOLvZX
h24-array,human,IT,,3,3,0,1,0,FALSE,-NaqadIOkMdWs4aOLvZX
a20-tv,gpt,simple,,3,3,2,1,0,FALSE,-NaqadIOkMdWs4aOLvZX
h19-spoon,human,simple,7.562,3,3,1,5,1,TRUE,-NaqadIOkMdWs4aOLvZX
a9-empathy,gpt,abstract,6.512,2,3,1,5,1,TRUE,-NaqZ3y6jmLZbYrFywlC
h3-prejudice,human,abstract,,2,3,2,3,0,FALSE,-NaqZ3y6jmLZbYrFywlC
a37-jealous,gpt,emotion,,2,3,1,2,0,FALSE,-NaqZ3y6jmLZbYrFywlC
h34-relaxed,human,emotion,17.364,2,3,6,4,1,TRUE,-NaqZ3y6jmLZbYrFywlC
a28-database,gpt,IT,,2,3,0,1,0,FALSE,-NaqZ3y6jmLZbYrFywlC
h29-cache,human,IT,,2,3,0,1,0,FALSE,-NaqZ3y6jmLZbYrFywlC
a11-bag,gpt,simple,7.33,2,3,1,5,1,TRUE,-NaqZ3y6jmLZbYrFywlC
h19-spoon,human,simple,,2,3,2,2,0,FALSE,-NaqZ3y6jmLZbYrFywlC
a2-truth,gpt,abstract,27.578,2,4,1,3,1,TRUE,-NaRI4LLSU0c90tQBYwc
h5-happiness,human,abstract,9.95,2,4,1,5,1,TRUE,-NaRI4LLSU0c90tQBYwc
a31-sad,gpt,emotion,,2,4,1,4,0,FALSE,-NaRI4LLSU0c90tQBYwc
h32-excited,human,emotion,9.999,2,4,1,4,1,TRUE,-NaRI4LLSU0c90tQBYwc
a24-array,gpt,IT,,2,4,0,1,0,FALSE,-NaRI4LLSU0c90tQBYwc
h27-framework,human,IT,,2,4,2,1,0,FALSE,-NaRI4LLSU0c90tQBYwc
a13-nature,gpt,simple,,2,4,0,1,0,FALSE,-NaRI4LLSU0c90tQBYwc
h17-lamp,human,simple,10.459,2,4,2,4,1,TRUE,-NaRI4LLSU0c90tQBYwc
a3-prejudice,gpt,abstract,15.994,3,6,1,3,1,TRUE,-Nas0trgX6uI8hpWyWST
h6-freedom,human,abstract,4.011,3,6,1,5,1,TRUE,-Nas0trgX6uI8hpWyWST
a40-satisfied,gpt,emotion,23.147,3,6,2,2,1,TRUE,-Nas0trgX6uI8hpWyWST
h37-jealous,human,emotion,5.877,3,6,1,4,1,TRUE,-Nas0trgX6uI8hpWyWST
a21-server,gpt,IT,,3,6,0,1,0,FALSE,-Nas0trgX6uI8hpWyWST
h25-decryption,human,IT,,3,6,0,1,0,FALSE,-Nas0trgX6uI8hpWyWST
a17-lamp,gpt,simple,6.446,3,6,2,3,1,TRUE,-Nas0trgX6uI8hpWyWST
h11-bag,human,simple,10.473,3,6,3,3,1,TRUE,-Nas0trgX6uI8hpWyWST
a4-imagination,gpt,abstract,,2,4,0,1,0,FALSE,-Nas2zARdI27UemKfz9k
h10-pleasure,human,abstract,4.932,2,4,1,5,1,TRUE,-Nas2zARdI27UemKfz9k
a32-excited,gpt,emotion,,2,4,0,2,0,FALSE,-Nas2zARdI27UemKfz9k
h33-shock,human,emotion,14.69,2,4,1,4,1,TRUE,-Nas2zARdI27UemKfz9k
a22-download,gpt,IT,,2,4,0,1,0,FALSE,-Nas2zARdI27UemKfz9k
h25-decryption,human,IT,,2,4,1,1,0,FALSE,-Nas2zARdI27UemKfz9k
a12-desk,gpt,simple,3.625,2,4,1,5,1,TRUE,-Nas2zARdI27UemKfz9k
h13-nature,human,simple,11.432,2,4,2,4,1,TRUE,-Nas2zARdI27UemKfz9k
a10-pleasure,gpt,abstract,,7,7,3,2,0,FALSE,-NaWF5rIGD1k44efHrsp
h4-imagination,human,abstract,3.779,7,7,1,4,1,TRUE,-NaWF5rIGD1k44efHrsp
a31-sad,gpt,emotion,11.049,7,7,3,4,1,TRUE,-NaWF5rIGD1k44efHrsp
h40-satisfied,human,emotion,10.788,7,7,1,4,1,TRUE,-NaWF5rIGD1k44efHrsp
a23-hardware,gpt,IT,5.238,7,7,1,5,1,TRUE,-NaWF5rIGD1k44efHrsp
h29-cache,human,IT,8.746,7,7,1,4,1,TRUE,-NaWF5rIGD1k44efHrsp
a17-lamp,gpt,simple,9.619,7,7,2,5,1,TRUE,-NaWF5rIGD1k44efHrsp
h11-bag,human,simple,12.106,7,7,3,4,1,TRUE,-NaWF5rIGD1k44efHrsp
a3-prejudice,gpt,abstract,,2,5,2,3,0,FALSE,-NaWG1s-fRc4Cxti_B6h
h2-truth,human,abstract,4.35,2,5,1,5,1,TRUE,-NaWG1s-fRc4Cxti_B6h
a33-shock,gpt,emotion,6.37,2,5,1,5,1,TRUE,-NaWG1s-fRc4Cxti_B6h
h38-joy,human,emotion,3.708,2,5,1,4,1,TRUE,-NaWG1s-fRc4Cxti_B6h
a26-firewall,gpt,IT,,2,5,0,1,0,FALSE,-NaWG1s-fRc4Cxti_B6h
h28-database,human,IT,,2,5,0,1,0,FALSE,-NaWG1s-fRc4Cxti_B6h
a12-desk,gpt,simple,4.39,2,5,1,4,1,TRUE,-NaWG1s-fRc4Cxti_B6h
h16-chair,human,simple,2.868,2,5,1,5,1,TRUE,-NaWG1s-fRc4Cxti_B6h
a7-reason,gpt,abstract,,3,5,1,1,0,FALSE,-NaWGnmo4ujhkVgPs8SS
h8-forgiveness,human,abstract,,3,5,3,4,0,FALSE,-NaWGnmo4ujhkVgPs8SS
a37-jealous,gpt,emotion,28.39,3,5,4,4,1,TRUE,-NaWGnmo4ujhkVgPs8SS
h39-gratitude,human,emotion,5.999,3,5,1,4,1,TRUE,-NaWGnmo4ujhkVgPs8SS
a22-download,gpt,IT,13.341,3,5,1,2,1,TRUE,-NaWGnmo4ujhkVgPs8SS
h21-server,human,IT,6.302,3,5,1,2,1,TRUE,-NaWGnmo4ujhkVgPs8SS
a19-spoon,gpt,simple,,3,5,1,2,0,FALSE,-NaWGnmo4ujhkVgPs8SS
h13-nature,human,simple,10.721,3,5,2,4,1,TRUE,-NaWGnmo4ujhkVgPs8SS
a5-happiness,gpt,abstract,7.559,8,8,1,3,1,TRUE,-NaWH33NndKxMmd1akPc
h6-freedom,human,abstract,3.644,8,8,1,5,1,TRUE,-NaWH33NndKxMmd1akPc
a39-gratitude,gpt,emotion,4.747,8,8,1,4,1,TRUE,-NaWH33NndKxMmd1akPc
h34-relaxed,human,emotion,5.21,8,8,1,5,1,TRUE,-NaWH33NndKxMmd1akPc
a30-compiler,gpt,IT,7.363,8,8,1,4,1,TRUE,-NaWH33NndKxMmd1akPc
h29-cache,human,IT,3.281,8,8,1,4,1,TRUE,-NaWH33NndKxMmd1akPc
a12-desk,gpt,simple,5.745,8,8,1,4,1,TRUE,-NaWH33NndKxMmd1akPc
h19-spoon,human,simple,3.53,8,8,1,5,1,TRUE,-NaWH33NndKxMmd1akPc
a5-happiness,gpt,abstract,,5,4,0,1,0,FALSE,-NbAImcqAyXFU-EtVYfx
h2-truth,human,abstract,4.548,5,4,1,5,1,TRUE,-NbAImcqAyXFU-EtVYfx
a32-excited,gpt,emotion,,5,4,0,1,0,FALSE,-NbAImcqAyXFU-EtVYfx
h38-joy,human,emotion,,5,4,3,2,0,FALSE,-NbAImcqAyXFU-EtVYfx
a22-download,gpt,IT,,5,4,0,1,0,FALSE,-NbAImcqAyXFU-EtVYfx
h23-hardware,human,IT,5.441,5,4,1,5,1,TRUE,-NbAImcqAyXFU-EtVYfx
a20-tv,gpt,simple,6.117,5,4,1,3,1,TRUE,-NbAImcqAyXFU-EtVYfx
h17-lamp,human,simple,7.002,5,4,2,5,1,TRUE,-NbAImcqAyXFU-EtVYfx
a1-love,gpt,abstract,4.728,8,6,1,4,1,TRUE,-NbFPHuhy3aTN2dT_IIl
a6-freedom,gpt,abstract,8.544,8,6,1,5,1,TRUE,-NbFPHuhy3aTN2dT_IIl
h5-happiness,human,abstract,22.092,8,6,4,4,1,TRUE,-NbFPHuhy3aTN2dT_IIl
h39-gratitude,human,emotion,,8,6,0,3,0,FALSE,-NbFPHuhy3aTN2dT_IIl
a29-cache,gpt,IT,,8,6,0,4,0,FALSE,-NbFPHuhy3aTN2dT_IIl
h24-array,human,IT,2.763,8,6,1,5,1,TRUE,-NbFPHuhy3aTN2dT_IIl
a17-lamp,gpt,simple,6.656,8,6,1,5,1,TRUE,-NbFPHuhy3aTN2dT_IIl
h14-portrait,human,simple,4.319,8,6,1,4,1,TRUE,-NbFPHuhy3aTN2dT_IIl
a9-empathy,gpt,abstract,4.588,5,7,1,5,1,TRUE,-NbFPwnCEDOO-ES3FBU1
h8-forgiveness,human,abstract,9.006,5,7,2,5,1,TRUE,-NbFPwnCEDOO-ES3FBU1
a40-satisfied,gpt,emotion,,5,7,3,3,0,FALSE,-NbFPwnCEDOO-ES3FBU1
h35-fear,human,emotion,4.032,5,7,1,5,1,TRUE,-NbFPwnCEDOO-ES3FBU1
a28-database,gpt,IT,24.093,5,7,1,4,1,TRUE,-NbFPwnCEDOO-ES3FBU1
h21-server,human,IT,7.383,5,7,1,4,1,TRUE,-NbFPwnCEDOO-ES3FBU1
a20-tv,gpt,simple,10.906,5,7,2,4,1,TRUE,-NbFPwnCEDOO-ES3FBU1
h12-desk,human,simple,3.613,5,7,1,5,1,TRUE,-NbFPwnCEDOO-ES3FBU1
a4-imagination,gpt,abstract,,4,3,0,2,0,FALSE,-NbFRMxih6Z6A5SubbtP
h5-happiness,human,abstract,5.834,4,3,2,5,1,TRUE,-NbFRMxih6Z6A5SubbtP
a40-satisfied,gpt,emotion,,4,3,3,3,0,FALSE,-NbFRMxih6Z6A5SubbtP
h37-jealous,human,emotion,7.799,4,3,2,4,1,TRUE,-NbFRMxih6Z6A5SubbtP
a30-compiler,gpt,IT,,4,3,0,1,0,FALSE,-NbFRMxih6Z6A5SubbtP
h27-framework,human,IT,,4,3,4,2,0,FALSE,-NbFRMxih6Z6A5SubbtP
a16-chair,gpt,simple,,4,3,2,3,0,FALSE,-NbFRMxih6Z6A5SubbtP
h20-tv,human,simple,7.779,4,3,2,4,1,TRUE,-NbFRMxih6Z6A5SubbtP
a10-pleasure,gpt,abstract,,4,4,0,2,0,FALSE,-NbFSZt-l0ngYYLu4d0_
h1-love,human,abstract,5.297,4,4,1,5,1,TRUE,-NbFSZt-l0ngYYLu4d0_
h4-imagination,human,abstract,,4,4,1,2,0,FALSE,-NbFSZt-l0ngYYLu4d0_
a40-satisfied,gpt,emotion,,4,4,1,2,0,FALSE,-NbFSZt-l0ngYYLu4d0_
a24-array,gpt,IT,,4,4,0,3,0,FALSE,-NbFSZt-l0ngYYLu4d0_
h29-cache,human,IT,9.553,4,4,1,5,1,TRUE,-NbFSZt-l0ngYYLu4d0_
a15-container,gpt,simple,9.161,4,4,2,4,1,TRUE,-NbFSZt-l0ngYYLu4d0_
h13-nature,human,simple,8.137,4,4,2,4,1,TRUE,-NbFSZt-l0ngYYLu4d0_
a6-freedom,gpt,abstract,,6,5,1,2,0,FALSE,-NbGuVJJezXS7Upz11Ys
h2-truth,human,abstract,4.731,6,5,1,5,1,TRUE,-NbGuVJJezXS7Upz11Ys
a36-angry,gpt,emotion,16.475,6,5,1,4,1,TRUE,-NbGuVJJezXS7Upz11Ys
h33-shock,human,emotion,4.813,6,5,1,5,1,TRUE,-NbGuVJJezXS7Upz11Ys
a30-compiler,gpt,IT,,6,5,0,1,0,FALSE,-NbGuVJJezXS7Upz11Ys
h26-firewall,human,IT,10.38,6,5,1,4,1,TRUE,-NbGuVJJezXS7Upz11Ys
a13-nature,gpt,simple,,6,5,0,1,0,FALSE,-NbGuVJJezXS7Upz11Ys
h17-lamp,human,simple,9.618,6,5,2,5,1,TRUE,-NbGuVJJezXS7Upz11Ys
